name,website,street,phone,email,appfee,web,listing,typed,neighborhoods
540 Henry Street,https://www.nybits.com/apartments/540_henry_st_bk.html,"
540 Henry Street,

Brooklyn, NY 11231","
212-406-0030 
212-843-3565 
",,,,,Building,"
Carroll Gardens"
341 10th Street,https://www.nybits.com/apartments/341_10th_st_bk.html,"
341 10th Street,

Brooklyn, NY 11215","
212-406-0030 
212-843-3565 
",,,,,Building,"
Park Slope"
522 Ocean Avenue,https://www.nybits.com/apartments/522_ocean_ave_bk.html,"
522 Ocean Avenue,

Brooklyn, NY 11226","
212-406-0030 
212-843-3565 
",,,,,Building,"
Flatbush / Prospect Park South"
123-33 83rd Avenue,https://www.nybits.com/apartments/123-33_83rd_ave_qn.html,"
123-33 83rd Avenue,

Kew Gardens, NY 11415","
212-406-0030 
212-843-3565 
",,,,,Building,"
Kew Gardens"
395 East 151st Street,https://www.nybits.com/apartments/395_east_151st_st_bx.html,"
395 East 151st Street,

Bronx, NY 10455","
212-406-0030 
212-843-3565 
",,,,,Building,"
Melrose"
1889 Sedgwick Avenue,https://www.nybits.com/apartments/1889_sedgwick_ave_bx.html,"
1889 Sedgwick Avenue,

Bronx, NY 10453","
212-406-0030 
212-843-3565 
",,,,,Building,"
Morris Heights"
Highbridge House,https://www.nybits.com/apartments/1131_ogden_ave.html,"
1131-1133 Ogden Avenue,

Bronx, NY 10452","
212-406-0030 
212-843-3565 
",,,,,Building,"
Highbridge"
2558 Grand Concourse,https://www.nybits.com/apartments/2558_grand_concourse_bx.html,"
2558 Grand Concourse,

Bronx, NY 10458","
212-406-0030 
212-843-3565 
",,,,,Building,"
Fordham"
1240 Morrison Avenue,https://www.nybits.com/apartments/1240_morrison_ave_bx.html,"
1240 Morrison Avenue,

Bronx, NY 10472","
212-406-0030 
212-843-3565 
",,,,,Building,"
Soundview"
1655 Undercliff Avenue,https://www.nybits.com/apartments/1655_undercliff_ave_bx.html,"
1655 Undercliff Avenue,

Bronx, NY 10453","
212-624-6705 
",,,,,Building,"
Morris Heights"
2010 Bruckner Boulevard,https://www.nybits.com/apartments/2010_bruckner_blvd_bx.html,"
2010 Bruckner Boulevard,

Bronx, NY 10473","
212-406-0030 
212-843-3565 
",,,,,Building,"
Unionport"
2040 Bruckner Boulevard,https://www.nybits.com/apartments/2040_bruckner_blvd_bx.html,"
2040 Bruckner Boulevard,

Bronx, NY 10473","
212-406-0030 
212-843-3565 
",,,,,Building,"
Unionport"
950 Underhill Avenue,https://www.nybits.com/apartments/950_underhill_ave_bx.html,"
950 Underhill Avenue,

Bronx, NY 10473","
212-406-0030 
212-843-3565 
",,,,,Building,"
Soundview"
801 Neill Avenue,https://www.nybits.com/apartments/801_neill_ave_bx.html,"
801 Neill Avenue,

Bronx, NY 10462","
212-406-0030 
212-843-3565 
",,,,,Building,"
Bronxdale"
50 Riverdale Avenue,https://www.nybits.com/apartments/50_riverdale_ave_yo.html,"
50 Riverdale Avenue,

Yonkers, NY ","
212-406-0030 
212-843-3565 
",,,,,Building,"
Yonkers"
80 Riverdale Avenue,https://www.nybits.com/apartments/80_riverdale_ave_yo.html,"
80 Riverdale Avenue,

Yonkers, NY ","
212-406-0030 
212-843-3565 
",,,,,Building,"
Yonkers"
100 Riverdale Avenue,https://www.nybits.com/apartments/100_riverdale_ave_yo.html,"
100 Riverdale Avenue,

Yonkers, NY ","
212-406-0030 
212-843-3565 
",,,,,Building,"
Yonkers"
The Olcott,https://www.nybits.com/apartments/27_west_72nd_st.html,"
27 West 72nd Street,

New York, NY 10023",,,,,,Building,"
Upper West Side"
70 University Place,https://www.nybits.com/apartments/70_university_pl.html,"
70 University Place,

New York, NY 10003","
646-795-3160 
",,,,,Building,"
Central Village"
262 Elizabeth Street,https://www.nybits.com/apartments/262_elizabeth_st.html,"
262 Elizabeth Street,

New York, NY 10012","
646-795-3160 
",,,,,Building,"
NoLiTa"
266 Elizabeth,https://www.nybits.com/apartments/266_elizabeth_st.html,"
266 Elizabeth Street,

New York, NY 10012","
646-795-3160 
",,,,,Building,"
NoLiTa"
350 West 18th Street,https://www.nybits.com/apartments/350_west_18th_st.html,"
350 West 18th Street,

New York, NY 10011","
646-795-3160 
",,,,,Building,"
Chelsea"
234 East 24th Street,https://www.nybits.com/apartments/234_east_24th_st.html,"
234 East 24th Street,

New York, NY 10010","
646-795-3160 
",,,,,Building,"
Kips Bay"
512 East 81st Street,https://www.nybits.com/apartments/512_east_81st_st.html,"
512 East 81st Street,

New York, NY 10028","
646-795-3160 
",,,,,Building,"
Upper East Side / Yorkville"
484 East 74th Street,https://www.nybits.com/apartments/484_east_74th_st.html,"
484 East 74th Street,

New York, NY 10021","
646-795-3160 
",,,,,Building,"
Upper East Side"
335 East 65th Street,https://www.nybits.com/apartments/335_east_65th_st.html,"
335 East 65th Street,

New York, NY 10065","
646-795-3160 
",,,,,Building,"
Upper East Side"
236 East 24th Street,https://www.nybits.com/apartments/236_east_24th_st.html,"
236 East 24th Street,

New York, NY 10010","
646-795-3160 
",,,,,Building,"
Kips Bay"
309 East 75th Street,https://www.nybits.com/apartments/309_east_75th_st.html,"
309 East 75th Street,

New York, NY 10021","
646-795-3160 
",,,,,Building,"
Upper East Side"
1413 York Avenue,https://www.nybits.com/apartments/1413_york_ave.html,"
1413 York Avenue,

New York, NY 10021","
646-795-3160 
",,,,,Building,"
Upper East Side"
528 East 85th Street,https://www.nybits.com/apartments/528_east_85th_st.html,"
528 East 85th Street,

New York, NY 10028","
646-795-3160 
",,,,,Building,"
Upper East Side / Yorkville"
228 East 27th Street,https://www.nybits.com/apartments/228_east_27th_st.html,"
228 East 27th Street,

New York, NY 10016","
646-795-3160 
",,,,,Building,"
Kips Bay"
Stonehenge 33,https://www.nybits.com/apartments/stonehenge_33.html,"
141 East 33rd Street,

New York, NY 10016","
648-524-8160 
",,,"
www.stonehengenyc.com
",,Building,"
Kips Bay"
8 Gramercy Park South,https://www.nybits.com/apartments/8_gramercy_park.html,"
8 Gramercy Park South,

New York, NY 10003","
649-524-8160 
",,,"
www.stonehengenyc.com
",,Building,"
Gramercy Park"
Stonehenge 57,https://www.nybits.com/apartments/400_east_57th.html,"
400 East 57th Street,

New York, NY 10022","
648-524-8167 
",,,,,Building,"
Midtown East / Sutton Place"
41 Park Avenue,https://www.nybits.com/apartments/41_park_ave.html,"
41 Park Avenue,

New York, NY 10016","
646-524-8160 
",,,"
www.stonehengenyc.com
",,Building,"
Midtown South / Murray Hill"
Stonehenge Gardens,https://www.nybits.com/apartments/stonehenge_gardens.html,"
108 West 15th Street,

New York, NY 10011","
646-524-8164 
",,,"
www.stonehengenyc.com
",,Building,"
Chelsea"
20 Park Avenue,https://www.nybits.com/apartments/20_park.html,"
20 Park Avenue,

New York, NY 10016","
647-524-8160 
",,,"
www.stonehengenyc.com
",,Building,"
Midtown South / Murray Hill"
10 Downing Street,https://www.nybits.com/apartments/10_downing.html,"
10 Downing Street,

New York, NY 10014","
646-524-8164 
",,,"
www.stonehengenyc.com
",,Building,"
Central Village"
Stonehenge Tower,https://www.nybits.com/apartments/210_west_89th_st.html,"
210 West 89th Street,

New York, NY 10024","
649-524-8153 
",,,"
www.stonehengenyc.com
",,Building,"
Upper West Side"
1080 Amsterdam Avenue,https://www.nybits.com/apartments/1080_amsterdam_ave.html,"
1080 Amsterdam Avenue,

New York, NY 10025","
646-524-8153 
",,,"
www.1080amsterdam.com
",,Building,"
Morningside Heights"
Stonehenge 70,https://www.nybits.com/apartments/210_west_70th_st.html,"
210 West 70th Street,

New York, NY 10023","
646-572-7270 
",,,,,Building,"
Lincoln Square / Upper West Side"
101W15,https://www.nybits.com/apartments/101_west_15th_st.html,"
101 West 15th Street,

New York, NY 10011","
646-524-8164 
",,,"
www.101w15.com
",,Building,"
Chelsea"
Stonehenge 18,https://www.nybits.com/apartments/364_west_18th_st.html,"
364 West 18th Street,

New York, NY 10011","
646-524-8164 
",,,"
www.stonehengenyc.com
",,Building,"
Chelsea"
Stonehenge 61,https://www.nybits.com/apartments/1143_second_ave.html,"
1143 Second Avenue,

New York, NY 10065","
649-524-8155 
",,,"
www.stonehengenyc.com
",,Building,"
Upper East Side"
Stonehenge Mews 65th,https://www.nybits.com/apartments/19_east_65th_st.html,"
19 East 65th Street,

New York, NY 10065","
646-524-8167 
",,,,,Building,"
Lenox Hill / Upper East Side"
Stonehenge 58,https://www.nybits.com/apartments/400_east_58th_st.html,"
400 East 58th Street,

New York, NY 10022","
647-524-8167 
",,,,,Building,"
Midtown East / Sutton Place"
Stonehenge 65,https://www.nybits.com/apartments/stonehenge_65.html,"
360 East 65th Street,

New York, NY 10065","
647-524-8155 
",,,"
www.stonehengenyc.com
",,Building,"
Upper East Side"
Stonehenge 86,https://www.nybits.com/apartments/103_east_86.html,"
103 East 86th Street,

New York, NY 10028","
646-524-8155 
",,,"
www.103e86.com
",,Building,"
Carnegie Hill / Upper East Side"
The Ritz Plaza,https://www.nybits.com/apartments/the_ritz.html,"
235 West 48th Street,

New York, NY 10036","
646-524-8151 
",,,"
www.stonehengenyc.com
",,Building,"
Central Midtown"
417-419 East 74th Street,https://www.nybits.com/apartments/417_east_74th_st.html,"
417-419 East 74th Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
159 West 10th Street,https://www.nybits.com/apartments/159_west_10th_st.html,"
159 West 10th Street,

New York, NY 10014","
212-517-3000 
",,,,,Building,"
Central Village"
113 St. Marks Place,https://www.nybits.com/apartments/113_st_marks_pl.html,"
113 St. Marks Place,

New York, NY 10009","
212-517-3000 
",,,,,Building,"
East Village"
The Camelot,https://www.nybits.com/apartments/301_west_45th_st.html,"
301 West 45th Street,

New York, NY 10036","
212-517-3000 
",,,,,Building,"
Hell's Kitchen"
76 Charles Street,https://www.nybits.com/apartments/76_charles_st.html,"
76 Charles Street,

New York, NY 10014","
212-517-3000 
",,,,,Building,"
West Village"
202-204 West 98th Street,https://www.nybits.com/apartments/202_west_98th_st.html,"
202-204 West 98th Street,

New York, NY 10025","
212-517-3000 
",,,,,Building,"
Upper West Side"
429 East 83rd Street,https://www.nybits.com/apartments/429_east_83rd_st.html,"
429 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
345 West 45th Street,https://www.nybits.com/apartments/345_west_45th_st.html,"
345 West 45th Street,

New York, NY 10036","
212-517-3000 
",,,,,Building,"
Hell's Kitchen"
207 East 89th Street,https://www.nybits.com/apartments/207_east_89th_st.html,"
207 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
433 East 83rd Street,https://www.nybits.com/apartments/433_east_83rd_st.html,"
433 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
Eastwood Towers,https://www.nybits.com/apartments/355_east_72nd_st.html,"
355 East 72nd Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
247 West 21st Street,https://www.nybits.com/apartments/247_west_21st_st.html,"
247 West 21st Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
317 East 90th Street,https://www.nybits.com/apartments/317_east_90th_st.html,"
317 East 90th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
339 West 44th Street,https://www.nybits.com/apartments/339_west_44th_st.html,"
339 West 44th Street,

New York, NY 10036","
212-517-3000 
",,,,,Building,"
Hell's Kitchen / Midtown South"
250 East 63rd Street,https://www.nybits.com/apartments/250_east_63rd_st.html,"
250 East 63rd Street,

New York, NY 10065","
212-517-3000 
",,,,,Building,"
Upper East Side"
202 Elizabeth Street,https://www.nybits.com/apartments/202_elizabeth_st.html,"
202 Elizabeth Street,

New York, NY 10012","
212-517-3000 
",,,,,Building,"
NoLiTa"
139 Thompson Street,https://www.nybits.com/apartments/139_thompson_st.html,"
139 Thompson Street,

New York, NY 10012","
212-517-3000 
",,,,,Building,"
SoHo"
243 West 21st Street,https://www.nybits.com/apartments/243_west_21st_st.html,"
243 West 21st Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
226 West 25th Street,https://www.nybits.com/apartments/226_west_25th_st.html,"
226 West 25th Street,

New York, NY 10001","
212-517-3000 
",,,,,Building,"
Chelsea"
228 West 25th Street,https://www.nybits.com/apartments/228_west_25th_st.html,"
228 West 25th Street,

New York, NY 10001","
212-517-3000 
",,,,,Building,"
Chelsea"
239 West 21st Street,https://www.nybits.com/apartments/239_west_21st_st.html,"
239 West 21st Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
409 West 52nd Street,https://www.nybits.com/apartments/409_west_52nd_st.html,"
409 West 52nd Street,

New York, NY 10019","
212-517-3000 
",,,,,Building,"
Hell's Kitchen"
352 West 18th Street,https://www.nybits.com/apartments/352_west_18th_st.html,"
352 West 18th Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
354 West 18th Street,https://www.nybits.com/apartments/354_west_18th_st.html,"
354 West 18th Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
304-310 West 14th Street,https://www.nybits.com/apartments/304_west_14th_st.html,"
304-310 West 14th Street,

New York, NY 10014","
212-517-3000 
",,,,,Building,"
West Village"
225 West End Avenue,https://www.nybits.com/apartments/225_west_end_ave.html,"
225 West End Avenue,

New York, NY 10023","
212-517-3000 
",,,,,Building,"
Upper West Side"
539 East 79th Street,https://www.nybits.com/apartments/539_east_79th_st.html,"
539 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
413 East 81st Street,https://www.nybits.com/apartments/413_east_81st_st.html,"
413 East 81st Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
417 East 81st Street,https://www.nybits.com/apartments/417_east_81st_st.html,"
417 East 81st Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
427 East 83rd Street,https://www.nybits.com/apartments/427_east_83rd_st.html,"
427 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
431 East 83rd Street,https://www.nybits.com/apartments/431_east_83rd_st.html,"
431 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
146 Fifth Avenue,https://www.nybits.com/apartments/146_fifth_ave.html,"
146 Fifth Avenue,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Union Square"
342 East 67th Street,https://www.nybits.com/apartments/342_east_67th_st.html,"
342 East 67th Street,

New York, NY 10065","
212-517-3000 
",,,,,Building,"
Upper East Side"
305 Lexington Avenue,https://www.nybits.com/apartments/305_lexington_ave.html,"
305 Lexington Avenue,

New York, NY 10016","
212-517-3000 
",,,,,Building,"
Murray Hill"
137 East 26th Street,https://www.nybits.com/apartments/137_east_26th_st.html,"
137 East 26th Street,

New York, NY 10010","
212-517-3000 
",,,,,Building,"
Kips Bay"
333 East 89th Street,https://www.nybits.com/apartments/333_east_89th_st.html,"
333 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
301 East 82nd Street,https://www.nybits.com/apartments/301_east_82nd_st.html,"
301 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
236 East 80th Street,https://www.nybits.com/apartments/236_east_80th_st.html,"
236 East 80th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
409 East 78th Street,https://www.nybits.com/apartments/409_east_78th_st.html,"
409 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
216 West 99th Street,https://www.nybits.com/apartments/216_west_99th_st.html,"
216 West 99th Street,

New York, NY 10025","
212-517-3000 
",,,,,Building,"
Upper West Side"
220 East 78th Street,https://www.nybits.com/apartments/220_east_78th_st.html,"
220 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
519 East 82nd Street,https://www.nybits.com/apartments/519_east_82nd_st.html,"
519 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
206 West 99th Street,https://www.nybits.com/apartments/206_west_99th_st.html,"
206 West 99th Street,

New York, NY 10025","
212-517-3000 
",,,,,Building,"
Upper West Side"
433 East 9th Street,https://www.nybits.com/apartments/433_east_9th_st.html,"
433 East 9th Street,

New York, NY 10009","
212-517-3000 
",,,,,Building,"
East Village"
349 East 78th Street,https://www.nybits.com/apartments/349_east_78th_st.html,"
349 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
230 East 80th Street,https://www.nybits.com/apartments/230_east_80th_st.html,"
230 East 80th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
519 East 83rd Street,https://www.nybits.com/apartments/519_east_83rd_st.html,"
519 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
232 East 80th Street,https://www.nybits.com/apartments/232_east_80th_st.html,"
232 East 80th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
228 East 80th Street,https://www.nybits.com/apartments/228_east_80th_st.html,"
228 East 80th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
410 East 89th Street,https://www.nybits.com/apartments/410_east_89th_st.html,"
410 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
506 East 82nd Street,https://www.nybits.com/apartments/506_east_82nd_st.html,"
506 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
515 East 78th Street,https://www.nybits.com/apartments/515_east_78th_st.html,"
515 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
512 East 79th Street,https://www.nybits.com/apartments/512_east_79th_st.html,"
512 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
139 East 27th Street,https://www.nybits.com/apartments/139_east_27th_st.html,"
139 East 27th Street,

New York, NY 10016","
212-517-3000 
",,,,,Building,"
Kips Bay"
585 West End Avenue,https://www.nybits.com/apartments/585_west_end_ave.html,"
585 West End Avenue,

New York, NY 10024","
212-517-3000 
",,,,,Building,"
Upper West Side"
425 East 82nd Street,https://www.nybits.com/apartments/425_east_82nd_st.html,"
425 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
411 East 81st Street,https://www.nybits.com/apartments/411_east_81st_st.html,"
411 East 81st Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
350 West 55th Street,https://www.nybits.com/apartments/350_west_55th_st.html,"
350 West 55th Street,

New York, NY 10019","
212-517-3000 
",,,,,Building,"
Hell's Kitchen"
910 West End Avenue,https://www.nybits.com/apartments/910_west_end_ave.html,"
910 West End Avenue,

New York, NY 10025","
212-517-3000 
",,,,,Building,"
Upper West Side"
524 East 79th Street,https://www.nybits.com/apartments/524_east_79th_st.html,"
524 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
536 East 79th Street,https://www.nybits.com/apartments/536_east_79th_st.html,"
536 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
519 East 78th Street,https://www.nybits.com/apartments/519_east_78th_st.html,"
519 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
520 East 79th Street,https://www.nybits.com/apartments/520_east_79th_st.html,"
520 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
535 East 78th Street,https://www.nybits.com/apartments/535_east_78th_st.html,"
535 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
531 East 78th Street,https://www.nybits.com/apartments/531_east_78th_st.html,"
531 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
327 East 90th Street,https://www.nybits.com/apartments/327_east_90th_st.html,"
327 East 90th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
410 East 74th Street,https://www.nybits.com/apartments/410_east_74th_st.html,"
410 East 74th Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
436 East 89th Street,https://www.nybits.com/apartments/436_east_89th_st.html,"
436 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
438 East 89th Street,https://www.nybits.com/apartments/438_east_89th_st.html,"
438 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
503 East 78th Street,https://www.nybits.com/apartments/503_east_78th_st.html,"
503 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
504 East 79th Street,https://www.nybits.com/apartments/504_east_79th_st.html,"
504 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
509 East 78th Street,https://www.nybits.com/apartments/509_east_78th_st.html,"
509 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
523 East 78th Street,https://www.nybits.com/apartments/523_east_78th_st.html,"
523 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
528 East 79th Street,https://www.nybits.com/apartments/528_east_79th_st.html,"
528 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
1604 First Avenue,https://www.nybits.com/apartments/1604_first_ave.html,"
1604 First Avenue,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
542 East 79th Street,https://www.nybits.com/apartments/542_east_79th_st.html,"
542 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
539 East 78th Street,https://www.nybits.com/apartments/539_east_78th_st.html,"
539 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
517 East 82nd Street,https://www.nybits.com/apartments/517_east_82nd_st.html,"
517 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
245 East 19th Street,https://www.nybits.com/apartments/245_east_19th_st.html,"
245 East 19th Street,

New York, NY 10003","
212-517-3000 
",,,,,Building,"
Gramercy Park"
1606 First Avenue,https://www.nybits.com/apartments/1606_first_ave.html,"
1606 First Avenue,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
225 East 89th Street,https://www.nybits.com/apartments/225_east_89th_st.html,"
225 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
303 East 90th Street,https://www.nybits.com/apartments/303_east_90th_st.html,"
303 East 90th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
502 East 79th Street,https://www.nybits.com/apartments/502_east_79th_st.html,"
502 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
1482 York Avenue,https://www.nybits.com/apartments/1482_york_ave.html,"
1482 York Avenue,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
508 East 79th Street,https://www.nybits.com/apartments/508_east_79th_st.html,"
508 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
511 East 78th Street,https://www.nybits.com/apartments/511_east_78th_st.html,"
511 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
243 East 83rd Street,https://www.nybits.com/apartments/243_east_83rd_st.html,"
243 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
415 East 81st Street,https://www.nybits.com/apartments/415_east_81st_st.html,"
415 East 81st Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
416 East 74th Street,https://www.nybits.com/apartments/416_east_74th_st.html,"
416 East 74th Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
230 East 78th Street,https://www.nybits.com/apartments/230_east_78th_st.html,"
230 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
219 East 94th Street,https://www.nybits.com/apartments/219_east_94th_st.html,"
219 East 94th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
207-211 East 89th Street,https://www.nybits.com/apartments/207-211_east_89th_st.html,"
207-211 East 89th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
490 East 74th Street,https://www.nybits.com/apartments/490_east_74_st.html,"
490 East 74th Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
527 East 88th Street,https://www.nybits.com/apartments/527_east_88_st.html,"
527 East 88th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
521 East 82nd Street,https://www.nybits.com/apartments/521_east_82_st.html,"
521 East 82nd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
1480 York Avenue,https://www.nybits.com/apartments/1480_york_ave.html,"
1480 York Avenue,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
200 West 15th Street,https://www.nybits.com/apartments/200_west_15th_st.html,"
200 West 15th Street,

New York, NY 10011","
212-517-3000 
",,,,,Building,"
Chelsea"
327-333 East 90th Street,https://www.nybits.com/apartments/327_333_east_90th_st.html,"
327-333 East 90th Street,

New York, NY 10128","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
411 Park Avenue South,https://www.nybits.com/apartments/411_park_ave_south.html,"
411 Park Avenue South,

New York, NY 10016","
212-517-3000 
",,,,,Building,"
NoMad"
42 Perry Street,https://www.nybits.com/apartments/42_perry_st.html,"
42 Perry Street,

New York, NY 10014","
212-517-3000 
",,,,,Building,"
West Village"
1573 York Avenue,https://www.nybits.com/apartments/1573_york_ave.html,"
1573 York Avenue,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
408 East 83rd Street,https://www.nybits.com/apartments/408_east_83rd_st.html,"
408 East 83rd Street,

New York, NY 10028","
212-517-3000 
",,,,,Building,"
Upper East Side / Yorkville"
30 West 72nd Street,https://www.nybits.com/apartments/30_west_72nd_st.html,"
30 West 72nd Street,

New York, NY 10023","
212-517-3000 
",,,,,Building,"
Upper West Side"
501 East 78th Street,https://www.nybits.com/apartments/501_east_78th_st.html,"
501 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
Gramercy Court,https://www.nybits.com/apartments/245_east_21st_st.html,"
245 East 21st Street,

New York, NY 10010","
212-517-3000 
",,,,,Building,"
Gramercy Park"
516 East 79th Street,https://www.nybits.com/apartments/516_east_79th_st.html,"
516 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
527 East 78th Street,https://www.nybits.com/apartments/527_east_78th_st.html,"
527 East 78th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
510 East 79th Street,https://www.nybits.com/apartments/510_east_79th_st.html,"
510 East 79th Street,

New York, NY 10075","
212-517-3000 
",,,,,Building,"
Upper East Side"
535 Third Avenue,https://www.nybits.com/apartments/535_third_ave.html,"
535 Third Avenue,

New York, NY 10016","
212-517-3000 
",,,,,Building,"
Murray Hill"
555 East 78th Street,https://www.nybits.com/apartments/riverfront.html,"
555 East 78th Street,

New York, NY 10021","
212-517-3000 
",,,,,Building,"
Upper East Side"
75 White Oak Street,https://www.nybits.com/apartments/75_white_oak_st_nr.html,"
75 White Oak Street,

New Rochelle, NY 10805","
914-637-6200 
",,,,,Building,"
New Rochelle"
